URS0000C8B8C1_511145


948	858	773	652	212	128	65	59	43	42	39	38	33
964	882	799	637	224	107	64	62	41	38	37	37	28
958	869	781	652	210	121	70	63	47	46	34	33	30
978	875	795	683	185	118	60	58	44	40	40	38	28
970	858	790	667	182	126	56	54	53	48	45	43	29
976	862	785	648	195	126	70	61	53	45	34	33	29
960	863	798	658	200	128	66	55	41	39	39	33	30
969	865	784	649	188	124	62	61	58	52	40	29	29
972	869	777	638	220	118	69	61	60	51	41	35	28
970	859	797	669	185	128	59	50	47	43	41	31	29
968	867	782	693	175	126	62	51	47	37	36	32	30
974	858	793	664	191	125	58	52	44	43	42	41	40
954	881	799	642	202	112	63	53	45	44	36	32	32
974	866	800	651	205	127	61	53	43	40	39	37	32
970	867	789	664	182	124	62	60	51	45	44	43	36
970	853	782	681	174	138	54	50	47	47	42	41	35
972	860	783	642	193	134	70	61	59	45	44	38	29
966	849	781	637	216	137	75	52	52	44	41	35	30
977	859	786	682	187	132	67	54	53	39	37	32	31
957	856	776	664	181	134	61	59	57	46	44	35	33
974	855	780	658	191	133	57	55	49	48	42	39	36
970	851	779	639	198	142	57	57	55	49	41	39	38
974	858	795	679	182	134	66	49	47	38	37	31	30
969	888	815	650	191	105	67	59	53	43	40	31	29
968	866	789	666	186	125	63	60	51	41	34	34	29
962	841	760	670	174	150	61	59	53	49	40	38	26
967	853	771	653	200	140	68	61	54	48	42	35	35
966	871	790	647	215	118	63	56	53	48	44	36	33
975	868	784	652	213	124	67	67	56	48	34	31	29
969	857	782	664	200	129	64	58	56	42	37	37	26
969	864	791	670	176	120	60	58	48	43	39	35	29
963	851	777	675	174	133	54	50	50	39	38	37	28
963	869	789	671	185	121	59	49	49	45	45	43	29
965	857	780	659	190	127	72	62	46	44	42	40	26
970	870	793	667	169	116	56	55	54	43	43	36	35
969	853	775	630	194	128	75	62	57	51	42	32	30
979	859	794	674	175	127	58	50	49	49	45	32	29
961	886	814	667	194	105	61	50	46	46	45	37	26
972	864	772	654	202	125	73	55	43	42	39	36	29
964	853	782	675	183	134	52	46	45	41	40	37	35
967	868	783	664	184	118	68	51	47	47	46	45	30
979	869	807	664	191	117	67	56	43	37	35	33	32
973	854	778	676	165	135	63	55	50	39	37	35	27
963	849	765	662	192	130	66	49	48	48	42	35	27
962	876	800	668	186	114	54	54	52	43	36	31	29
963	853	778	665	182	137	69	56	54	49	42	38	31
961	856	790	669	188	132	72	46	44	43	40	39	33
956	859	783	652	196	133	58	54	54	45	40	37	35
959	864	776	634	200	121	65	64	62	44	38	33	32
970	860	781	647	191	130	62	57	56	52	52	34	31
974	867	802	685	185	119	52	42	40	38	37	36	30
967	849	755	655	205	143	64	63	47	41	39	39	30
962	840	778	649	200	144	63	53	48	46	40	39	35
969	872	788	647	202	116	65	58	50	42	38	30	27
958	857	785	669	171	131	54	54	43	39	38	34	30
961	865	800	703	156	126	57	51	46	45	40	35	35
