URS00000BA5EB_666


990	977	972	969	959	959	527	79	34	29	28	21	21
997	982	965	964	961	958	524	66	35	33	32	31	31
996	986	964	962	962	957	533	84	38	34	33	32	32
994	973	972	968	967	962	531	60	38	36	33	29	23
995	983	976	972	967	966	554	73	34	32	30	22	22
994	973	960	953	948	946	505	83	46	40	40	36	36
994	986	970	967	966	963	540	65	30	27	25	25	25
990	982	957	954	949	948	532	77	43	42	38	36	35
992	985	963	959	958	953	516	58	47	41	37	35	31
995	984	968	963	960	959	522	72	38	35	34	33	29
994	984	970	965	960	958	530	70	38	33	30	26	26
993	989	972	965	961	953	534	81	48	42	42	31	25
993	990	974	964	958	956	528	72	37	32	26	25	24
995	983	964	961	956	951	523	84	38	36	32	30	30
996	988	971	964	961	960	543	66	37	36	31	29	22
994	987	971	969	967	966	535	75	34	31	27	26	23
994	992	976	971	966	965	539	87	29	25	24	22	21
8.020000	0.140000
URS00002E08C2_666


1000	1000	947	939	848	66	50	31	25	25	11	8	6
1000	999	954	949	845	50	45	26	23	15	12	8	7
1000	1000	946	946	834	73	47	41	24	18	11	7	5
1000	1000	966	940	826	66	37	31	18	12	12	10	9
1000	1000	956	940	836	57	34	31	24	22	11	10	8
1000	999	961	944	859	71	33	28	25	9	8	7	6
1000	1000	955	951	844	69	36	33	27	16	8	7	5
1000	1000	945	935	844	55	51	35	21	13	10	8	7
1000	1000	959	957	847	53	36	35	19	18	9	9	9
1000	1000	953	944	853	60	49	36	27	20	9	8	7
1000	999	949	941	835	54	45	38	21	18	14	12	7
1000	1000	950	946	841	72	44	37	25	21	9	8	6
1000	1000	934	930	832	64	55	38	22	17	16	12	8
1000	1000	949	941	846	59	49	28	24	17	11	8	7
1000	1000	955	939	834	55	44	42	20	16	10	10	8
1000	1000	950	942	832	54	47	42	24	19	10	8	7
1000	1000	943	930	846	62	58	32	22	17	12	10	10
1000	1000	951	950	853	79	42	32	30	27	10	8	6
1000	999	959	952	835	54	49	43	18	16	6	6	6
1000	999	963	943	846	55	37	35	31	16	10	6	5
1000	1000	956	935	842	57	38	35	23	20	15	11	7
1000	1000	948	943	854	51	48	48	27	20	8	8	7
1000	1000	962	937	838	73	43	34	33	23	10	9	6
1000	999	951	942	842	61	39	37	18	14	13	9	8
1000	1000	954	953	830	62	41	39	22	16	6	6	5
1000	1000	943	940	828	59	56	36	20	17	11	10	10
1000	1000	960	945	827	66	41	38	23	15	10	7	7
1000	1000	949	948	835	65	48	38	24	23	9	9	8
1000	1000	952	934	804	71	53	44	31	20	17	12	7
1000	999	956	944	827	67	49	35	25	22	10	9	8
1000	1000	951	950	837	67	44	36	26	15	8	8	7
1000	1000	946	944	846	70	46	43	24	24	8	8	8
1000	1000	951	947	834	48	46	38	28	17	10	8	8
1000	1000	954	943	834	70	37	34	18	15	14	10	8
1000	1000	945	942	833	57	51	39	34	19	9	9	6
1000	1000	948	933	833	63	48	42	22	17	13	11	11
1000	1000	960	948	831	59	36	32	25	19	13	12	8
1000	1000	966	942	828	58	50	29	18	17	9	8	8
1000	1000	949	944	835	55	44	40	23	19	8	8	7
1000	999	952	942	831	62	47	40	25	18	11	9	8
1000	1000	962	948	871	65	35	29	28	22	7	7	6
1000	999	959	948	836	69	41	29	26	19	15	10	9
1000	1000	957	945	840	81	41	35	32	15	9	8	7
1000	1000	948	945	844	56	49	43	23	22	8	6	5
1000	1000	951	947	839	57	42	33	19	14	9	8	5
1000	1000	950	932	837	68	43	34	23	17	9	8	7
1000	1000	956	955	854	71	41	39	19	19	11	11	8
1000	1000	944	943	825	72	53	42	22	18	9	9	8
1000	1000	954	950	841	63	34	30	28	27	11	9	8
1000	1000	944	941	844	63	49	28	24	23	16	12	10
1000	1000	956	951	858	60	38	34	20	14	9	6	4
1000	999	955	943	852	72	40	35	22	17	12	11	9
1000	1000	951	947	819	70	49	44	27	17	10	9	8
1000	1000	951	943	837	55	49	32	19	16	14	8	6
1000	1000	956	941	850	64	34	32	24	15	15	10	9
1000	1000	951	950	838	62	44	42	25	20	9	6	5
1000	1000	944	942	837	67	54	45	28	16	12	11	8
1000	1000	943	940	823	78	56	37	22	11	10	9	8
1000	1000	956	943	816	67	44	39	24	22	9	9	8
1000	1000	949	949	858	63	44	24	22	21	7	7	7
1000	1000	963	943	858	61	29	27	18	17	12	7	7
1000	1000	955	953	855	64	43	26	21	17	12	6	5
1000	1000	952	945	847	54	41	35	27	22	9	7	6
1000	1000	951	948	863	72	46	34	27	17	7	7	5
1000	1000	949	947	835	61	53	38	26	16	10	8	8
1000	1000	951	951	844	50	44	39	29	14	7	7	7
1000	999	952	938	837	71	45	44	20	19	11	10	6
1000	1000	951	929	836	62	37	34	24	18	18	10	8
1000	1000	950	931	840	63	52	41	24	21	11	6	6
1000	1000	948	934	846	68	43	40	24	13	13	8	8
1000	999	953	947	840	55	46	37	23	21	9	9	6
1000	1000	960	950	865	63	39	38	20	17	9	8	7
1000	999	951	948	850	54	52	47	21	14	7	6	5
1000	1000	954	947	835	50	43	34	25	16	11	9	8
1000	1000	953	938	833	59	40	37	20	12	12	8	7
1000	1000	960	945	838	60	44	35	17	15	11	9	7
1000	1000	952	940	861	67	42	30	19	14	10	8	7
1000	1000	956	943	820	69	50	36	22	19	13	9	7
1000	1000	950	939	829	59	43	33	25	20	11	8	8
1000	999	959	939	836	58	32	32	24	21	9	7	6
1000	1000	948	936	822	71	45	43	27	25	10	7	6
1000	999	939	935	836	68	49	31	30	17	14	10	10
1000	1000	950	937	821	52	41	39	19	14	14	12	11
1000	1000	950	934	838	64	42	41	24	23	12	10	7
1000	1000	950	930	858	73	43	29	21	17	10	10	8
1000	1000	955	936	849	65	43	32	19	18	11	8	6
1000	1000	960	940	852	58	52	34	32	19	9	8	6
1000	1000	955	950	839	56	43	41	21	20	12	9	8
1000	1000	956	955	834	65	48	40	17	15	7	6	6
1000	1000	949	941	841	55	42	33	22	20	14	9	8
1000	1000	947	942	820	69	47	46	18	14	8	8	7
1000	1000	959	941	844	67	46	34	15	13	9	8	8
1000	1000	959	949	856	58	40	38	22	20	8	8	6
1000	1000	947	944	831	63	43	40	24	23	9	8	8
1000	1000	962	933	848	73	37	29	28	27	10	10	8
1000	999	950	947	848	58	44	35	19	16	5	5	5
1000	1000	954	944	854	58	40	31	19	17	8	8	7
1000	1000	950	948	843	63	46	33	30	19	11	7	7
1000	1000	957	949	850	53	39	32	30	28	13	9	7
1000	1000	953	950	833	67	48	41	24	17	11	8	7
6.550000	0.554527
URS00000EF43F_666


1000	996	943	814	140	132	56	53	44	36	27	21	20
999	998	937	820	122	120	63	43	42	35	32	27	17
999	996	929	795	154	150	69	56	44	39	29	25	22
998	995	957	822	125	124	54	50	41	24	22	19	18
1000	999	932	781	147	146	67	58	51	34	34	32	26
1000	998	940	793	138	136	61	59	53	31	28	27	21
1000	998	937	814	132	129	60	58	54	33	28	28	25
1000	994	942	818	121	121	57	56	55	32	26	21	17
1000	997	921	792	140	137	76	58	43	41	35	29	22
998	995	944	806	127	123	56	50	43	30	28	27	22
1000	997	942	794	145	143	61	56	51	29	27	26	21
1000	1000	946	796	152	148	60	53	46	37	22	21	20
999	997	917	779	150	150	80	54	49	41	36	29	25
999	999	952	820	124	121	50	49	47	28	27	26	19
1000	996	936	800	129	129	63	61	50	31	31	28	20
1000	998	957	826	121	120	47	43	43	21	20	19	16
999	997	946	818	131	130	56	53	48	27	26	26	24
999	995	928	788	148	147	70	53	49	37	33	29	19
997	995	940	797	143	137	59	52	51	32	27	26	21
999	997	942	803	139	137	55	54	47	35	23	22	21
1000	997	954	823	130	124	53	46	43	25	23	23	20
1000	999	933	796	137	133	61	61	56	32	31	27	25
998	996	945	817	106	105	59	54	43	35	34	25	21
1000	995	951	803	136	132	52	50	48	25	24	24	24
1000	996	944	797	139	138	59	56	54	28	25	24	23
999	998	929	808	136	133	69	48	40	40	31	27	16
1000	998	921	798	142	141	78	54	51	51	28	27	24
999	999	937	801	139	137	61	52	51	36	27	24	22
999	996	947	798	133	131	60	53	40	31	29	22	21
999	997	951	790	155	153	57	51	47	34	25	21	17
999	999	950	822	120	116	57	50	48	26	25	24	22
1000	996	934	804	119	114	64	58	41	38	32	29	24
999	996	942	813	128	123	61	54	46	29	28	26	20
1000	1000	943	802	138	136	56	53	51	32	26	24	19
999	993	930	781	156	151	74	68	56	36	34	32	20
998	998	939	809	142	140	60	58	45	34	26	24	19
999	996	939	819	140	136	60	58	32	31	30	27	25
999	996	924	801	136	135	72	49	43	34	31	29	22
999	998	927	764	171	168	72	70	51	41	31	30	21
999	995	943	814	137	134	56	50	36	30	29	27	26
1000	999	939	806	133	129	61	58	55	32	28	24	21
997	997	958	813	133	132	52	47	40	23	22	21	19
1000	995	948	816	143	143	58	53	46	30	25	23	21
1000	996	941	807	134	133	63	57	42	32	31	27	25
999	998	939	811	141	137	58	52	44	36	23	22	19
1000	995	944	806	137	136	57	55	47	29	28	27	26
1000	997	943	793	146	143	64	53	49	30	26	24	22
999	996	937	800	138	135	63	59	35	32	31	29	22
997	996	936	809	117	115	62	59	48	35	32	31	30
999	995	939	785	150	147	64	58	51	38	33	25	24
1000	995	943	806	137	134	58	54	52	37	20	19	16
1000	995	945	804	142	139	55	54	42	31	24	23	23
999	999	955	836	118	115	54	46	44	25	18	18	15
1000	996	927	809	138	132	73	55	53	47	29	25	23
998	997	940	792	145	144	63	58	51	34	29	23	21
999	998	942	804	141	141	57	53	51	30	28	27	25
1000	998	927	803	131	131	71	58	57	37	34	30	18
998	997	935	799	130	129	64	46	46	34	29	28	27
1000	999	944	797	137	135	74	60	56	30	30	25	22
1000	999	941	804	133	132	56	50	43	33	29	24	24
1000	999	946	822	136	129	52	52	48	38	19	17	16
1000	993	937	805	141	135	61	54	50	41	27	23	20
1000	995	946	806	139	133	57	50	50	31	23	21	20
999	995	954	815	136	128	56	53	46	25	24	22	22
1000	997	944	823	121	120	54	47	45	32	23	23	20
1000	998	943	832	124	123	57	44	40	35	30	20	20
1000	999	955	809	141	140	60	58	42	24	21	20	19
1000	998	941	811	134	133	58	54	44	28	28	25	21
999	997	940	802	131	128	59	51	49	31	29	27	20
1000	998	950	799	148	140	56	51	49	29	25	24	22
1000	999	949	825	123	118	50	42	41	31	28	24	23
1000	996	929	804	131	128	70	60	46	37	34	30	22
999	999	939	803	134	132	62	61	54	34	28	27	18
1000	997	933	798	131	128	62	56	54	34	33	32	18
1000	999	940	819	126	123	60	51	51	33	29	29	26
998	997	931	794	129	127	66	64	49	37	30	27	25
1000	997	945	808	134	127	59	53	51	33	21	20	19
998	995	941	790	149	144	64	60	58	36	25	23	22
1000	1000	943	813	135	130	64	54	53	33	23	22	21
999	996	931	803	130	129	66	53	51	40	38	29	28
999	998	951	819	138	133	50	50	44	31	21	20	16
1000	998	938	808	137	132	59	52	47	39	28	22	21
999	996	941	788	144	141	57	54	49	28	28	28	26
1000	999	946	813	143	138	58	51	51	31	28	21	19
999	997	946	815	128	125	54	53	47	29	25	24	20
999	998	939	814	134	129	58	48	41	33	27	25	23
998	997	936	792	139	135	71	64	62	33	31	27	25
1000	1000	943	795	148	147	56	53	41	38	20	19	18
1000	994	940	809	140	138	58	57	42	37	30	22	21
999	997	944	819	130	130	54	47	43	29	25	21	16
999	999	948	808	146	144	64	51	50	29	27	22	18
998	996	931	790	139	138	68	59	41	35	34	34	16
999	994	937	800	141	134	61	53	49	34	30	29	23
997	997	944	814	136	135	52	47	47	35	25	23	19
1000	998	940	793	149	146	64	60	54	36	27	25	19
1000	1000	936	799	126	124	61	54	39	33	32	29	22
1000	998	932	793	149	149	66	59	50	47	20	19	18
999	997	931	816	123	117	67	42	38	37	29	29	16
999	999	937	795	152	149	58	53	42	35	28	26	25
1000	998	948	840	113	109	51	43	42	27	23	22	20
6.060000	0.237487
URS000055D276_666


1000	972	940	762	479	306	43	40	39	37	27	20	19
1000	969	918	713	457	307	59	56	37	32	32	26	24
1000	972	930	736	493	299	55	45	40	33	28	24	20
1000	980	949	737	455	345	44	36	33	31	21	15	15
1000	975	932	727	478	310	46	43	39	32	28	24	20
1000	967	927	739	476	296	50	42	41	40	33	22	17
1000	977	936	742	465	329	45	41	40	28	28	21	15
1000	974	927	727	463	325	49	44	42	31	25	21	19
1000	984	939	730	464	321	45	37	37	35	27	27	18
1000	984	940	756	455	309	43	36	30	30	19	18	18
1000	980	933	766	506	283	47	45	43	30	29	21	21
1000	973	932	758	483	290	49	37	36	35	31	20	18
1000	977	947	716	480	317	47	43	41	29	24	20	20
1000	976	934	747	494	295	53	44	36	31	27	21	16
999	980	949	741	492	315	45	40	35	31	20	18	16
1000	977	938	736	474	320	53	45	38	31	28	24	18
999	976	936	750	492	287	44	38	38	32	28	28	18
1000	982	934	747	464	316	46	41	35	24	20	20	18
1000	980	934	757	477	297	43	39	36	26	24	20	18
1000	975	920	748	500	274	55	48	45	33	28	23	20
999	980	949	734	476	321	39	36	33	32	22	19	18
1000	974	933	741	470	312	51	44	43	43	27	22	17
1000	975	942	718	473	310	53	47	44	38	27	23	22
1000	977	934	721	462	325	48	47	39	25	24	16	15
1000	975	936	733	471	323	48	42	42	30	26	23	20
1000	984	936	769	502	278	41	36	34	34	23	18	17
999	975	939	739	480	304	45	41	31	30	24	21	19
1000	986	930	755	480	296	51	49	43	34	20	19	15
1000	978	936	712	451	341	49	42	35	30	27	21	20
1000	966	931	732	465	309	49	42	34	33	30	25	21
1000	979	927	744	467	308	49	44	32	30	20	18	18
1000	974	935	730	467	322	49	43	39	37	28	21	19
1000	979	932	722	448	324	45	37	34	31	24	17	17
1000	974	928	749	475	293	53	42	33	29	28	20	15
1000	973	922	722	457	314	53	42	34	32	32	19	18
1000	980	940	750	496	300	49	41	35	34	28	21	20
999	967	920	706	459	330	58	55	48	38	30	21	21
999	974	935	749	455	301	46	44	40	31	26	21	20
1000	976	936	711	442	334	46	39	38	25	24	23	19
1000	970	939	738	483	309	44	41	34	29	28	23	22
1000	972	931	727	462	306	52	50	47	35	26	22	19
1000	976	933	747	479	305	49	45	43	34	25	20	19
1000	981	925	728	472	314	50	47	35	26	25	24	15
1000	976	929	741	481	303	48	45	39	27	27	23	18
1000	975	942	756	502	287	43	37	35	29	25	22	18
1000	971	937	721	467	326	50	47	38	25	24	22	20
1000	974	937	742	456	326	43	42	37	34	23	23	22
1000	975	936	752	484	298	53	45	39	35	28	26	24
1000	975	932	726	472	315	47	45	36	30	24	23	19
1000	983	944	751	475	322	34	34	29	27	23	20	14
1000	974	934	745	487	296	49	43	42	32	28	23	22
1000	974	924	742	493	300	55	53	34	30	30	21	19
1000	978	934	757	479	273	52	47	42	28	22	18	18
1000	977	941	736	472	309	45	43	34	32	23	21	15
1000	975	931	738	473	307	50	49	45	31	29	21	19
1000	974	936	747	483	298	50	43	38	29	26	18	18
1000	977	939	730	451	334	47	44	42	40	26	18	17
1000	981	946	764	507	291	37	37	33	28	19	15	15
1000	974	923	719	476	296	61	52	49	36	26	19	16
1000	984	953	757	470	312	48	31	29	28	18	17	14
1000	971	934	732	488	304	53	47	39	34	30	22	17
1000	971	935	721	473	321	54	47	36	30	28	23	18
1000	973	935	728	472	323	44	43	41	35	27	26	22
1000	974	936	739	484	302	49	48	35	27	26	22	20
1000	968	929	744	479	301	55	52	48	32	31	18	17
1000	975	930	747	495	305	52	42	41	34	30	26	22
1000	978	927	733	463	301	54	50	45	25	23	18	18
1000	980	938	764	504	277	43	42	39	32	23	22	16
1000	967	926	728	455	318	57	44	42	35	32	22	21
1000	974	922	753	481	285	54	52	36	36	30	25	21
1000	974	923	734	441	328	54	46	44	38	27	26	18
1000	985	944	764	506	290	38	33	32	27	26	19	15
1000	976	926	731	483	288	54	47	32	29	28	22	17
999	979	923	733	479	307	52	47	43	40	24	23	20
1000	983	944	735	470	315	45	39	37	29	24	23	17
1000	975	937	746	487	305	45	40	38	30	24	23	22
1000	976	933	728	473	310	51	49	42	30	28	22	18
1000	976	935	753	482	303	50	47	41	24	23	23	20
999	975	929	735	484	309	44	44	35	26	24	20	19
1000	975	944	724	469	333	40	38	34	29	26	25	19
1000	970	932	732	481	301	52	41	40	34	26	19	18
1000	979	936	762	487	300	53	46	40	36	23	22	16
1000	975	940	741	491	305	43	40	34	30	25	18	17
1000	978	916	750	501	275	49	39	38	33	26	22	21
1000	975	926	719	473	313	53	46	38	26	24	22	21
1000	966	926	734	484	305	58	49	32	32	30	29	23
1000	969	934	735	493	288	53	48	44	33	33	32	24
1000	980	940	751	494	288	49	47	44	40	24	20	19
1000	975	931	732	471	306	47	40	28	26	25	25	18
1000	970	932	759	477	295	47	41	38	29	29	22	17
1000	979	937	749	483	290	40	38	34	32	23	22	16
1000	977	936	744	469	305	40	40	37	36	30	22	17
1000	976	928	732	483	308	51	50	42	37	25	24	17
1000	968	917	734	460	299	63	53	45	37	31	21	21
1000	976	940	761	501	280	45	36	33	26	26	26	24
1000	981	935	769	493	292	43	37	33	28	26	20	17
1000	971	920	721	483	314	53	50	40	38	33	23	17
1000	980	947	752	502	304	39	34	31	29	24	22	19
1000	978	942	735	461	319	45	40	37	32	24	20	19
1000	981	943	743	478	314	44	40	37	30	24	21	19
6.000000	0.000000
URS0000500260_666


1000	1000	998	998	582	55	27	4	4	3	3	2	2
1000	1000	1000	999	548	70	20	7	6	5	2	1	1
1000	1000	999	997	568	71	30	11	4	4	3	2	1
1000	999	997	994	547	58	28	11	6	5	4	2	2
1000	1000	999	998	588	62	25	11	4	2	2	1	1
1000	999	999	997	580	72	29	7	5	4	3	2	2
1000	1000	999	996	534	73	27	9	8	6	6	2	2
1000	1000	998	994	570	66	19	9	8	4	3	3	3
1000	999	999	994	551	67	30	7	7	5	4	4	3
1000	1000	999	998	572	68	26	6	5	4	3	1	1
1000	1000	997	996	530	50	32	7	6	6	3	2	1
1000	1000	996	994	534	59	28	13	6	3	2	2	2
1000	1000	999	998	531	65	22	8	4	3	2	2	1
1000	1000	998	998	558	62	19	6	5	4	3	3	2
1000	999	998	997	586	52	39	9	6	4	3	2	1
1000	999	996	996	543	67	23	9	7	7	3	2	1
1000	1000	999	999	560	67	25	6	4	4	1	1	1
1000	1000	998	995	577	65	28	9	5	4	3	2	2
